id,LLM1_score,LLM1_hallucinated,LLM1_ReactionLevel,LLM2_score,LLM2_hallucinated,LLM2_ReactionLevel,LLM3_score,LLM3_hallucinated,LLM3_ReactionLevel,LLM4_score,LLM4_hallucinated,LLM4_ReactionLevel,LLM5_score,LLM5_hallucinated,LLM5_ReactionLevel,LLM6_score,LLM6_hallucinated,LLM6_ReactionLevel,LLM7_score,LLM7_hallucinated,LLM7_ReactionLevel
822,1.0,False,,1.0,False,,0.0,True,,0.0,True,,0.0,False,,0.0,True,,0.0,True,
823,1.0,False,,1.0,False,,1.0,False,,0.0,True,,0.8,False,,0.0,True,,0.0,True,
943,1.0,False,,1.0,False,,0.4,False,,0.4,False,,0.4,False,,0.4,False,,0.4,False,
944,1.0,False,,0.0,False,,0.4,False,,0.4,False,,0.4,False,,0.4,False,,0.4,False,
945,1.0,False,,1.0,False,,0.4,False,,1.0,False,,0.4,False,,0.4,False,,0.4,False,
946,1.0,False,,1.0,False,,0.6,False,,1.0,False,,0.6,False,,0.6,False,,1.0,False,
947,0.2,False,,1.0,False,,1.0,False,,1.0,False,,0.4,False,,0.2,False,,1.0,False,
948,0.0,False,,0.2,False,,1.0,False,,1.0,False,,1.0,False,,0.4,False,,0.4,False,
949,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,
1097,0.2,False,,0.6,False,,0.0,True,,0.0,False,,0.2,False,,0.0,True,,0.2,False,
1099,1.0,False,,0.0,False,,1.0,False,,0.0,True,,0.2,False,,0.0,True,,0.0,True,
1101,0.2,False,,0.2,False,,0.0,True,,0.0,False,,0.0,False,,1.0,False,,0.0,True,
1102,1.0,False,,1.0,False,,1.0,False,,0.0,False,,0.0,True,,0.0,True,,0.0,True,
1103,1.0,False,,1.0,False,,1.0,False,,0.0,False,,0.2,False,,0.0,True,,0.0,True,
1187,1.0,False,,1.0,False,,0.6,False,,1.0,False,,0.6,False,,0.6,False,,0.4,False,
1188,1.0,False,,1.0,False,,0.6,False,,1.0,False,,0.4,False,,0.6,False,,0.4,False,
1189,1.0,False,,1.0,False,,0.6,False,,1.0,False,,0.6,False,,0.6,False,,0.4,False,
1253,0.6,False,,1.0,False,,1.0,False,,0.0,False,,0.0,False,,1.0,False,,0.6,False,
1254,1.0,False,,1.0,False,,1.0,False,,0.0,True,,0.0,True,,0.6,False,,0.6,False,
1255,0.2,False,,0.2,False,,0.2,False,,0.0,True,,0.0,True,,0.6,False,,0.0,True,
1307,1.0,False,,1.0,False,,1.0,False,,0.6,False,,0.6,False,,1.0,False,,1.0,False,
1308,0.6,False,,0.0,False,,1.0,False,,0.6,False,,1.0,False,,1.0,False,,0.4,False,
1309,1.0,False,,0.8,False,,1.0,False,,0.8,False,,0.8,False,,0.8,False,,0.8,False,
1373,0.6,False,,1.0,False,,1.0,False,,0.0,True,,0.0,True,,0.0,True,,0.6,False,
1481,1.0,False,,1.0,False,,1.0,False,,1.0,False,,0.6,False,,1.0,False,,1.0,False,
1482,1.0,False,,1.0,False,,1.0,False,,1.0,False,,0.4,False,,0.6,False,,1.0,False,
1483,1.0,False,,1.0,False,,1.0,False,,1.0,False,,0.6,False,,0.6,False,,0.6,False,
1484,1.0,False,,0.6,False,,1.0,False,,1.0,False,,0.6,False,,0.6,False,,0.6,False,
1485,1.0,False,,1.0,False,,1.0,False,,1.0,False,,1.0,False,,0.6,False,,1.0,False,
1486,1.0,False,,1.0,False,,1.0,False,,1.0,False,,0.4,False,,0.6,False,,0.4,False,
1487,1.0,False,,0.0,False,,1.0,False,,0.6,False,,0.4,False,,0.6,False,,1.0,False,
1488,1.0,False,,1.0,False,,1.0,False,,1.0,False,,0.6,False,,1.0,False,,1.0,False,
1489,1.0,False,,0.0,False,,1.0,False,,1.0,False,,0.6,False,,1.0,False,,1.0,False,
1675,0.2,False,,0.6,False,,0.6,False,,0.6,False,,0.2,False,,0.6,False,,0.0,True,
1676,0.6,False,,0.6,False,,0.6,False,,0.0,False,,0.0,True,,0.6,False,,0.6,False,
1677,0.4,False,,0.6,False,,0.4,False,,0.6,False,,0.0,True,,0.0,True,,0.0,True,
1679,0.6,False,,0.4,False,,0.6,False,,0.4,False,,0.0,True,,0.4,False,,0.0,True,
1680,0.6,False,,0.0,False,,0.6,False,,0.6,False,,0.0,True,,0.4,False,,0.6,False,
1681,0.4,False,,0.6,False,,0.6,False,,0.0,True,,0.0,True,,0.4,False,,0.6,False,
1682,0.6,False,,0.6,False,,0.6,False,,0.0,True,,0.0,False,,0.6,False,,0.6,False,
1802,1.0,False,,1.0,False,,1.0,False,,0.4,False,,0.4,False,,1.0,False,,1.0,False,
1803,1.0,False,,1.0,False,,1.0,False,,0.4,False,,0.4,False,,1.0,False,,1.0,False,
1846,0.6,False,,0.6,False,,0.6,False,,0.0,True,,0.6,False,,0.6,False,,0.6,False,
1954,0.6,False,,1.0,False,,0.6,False,,1.0,False,,0.4,False,,0.6,False,,0.4,False,
1955,1.0,False,,1.0,False,,0.6,False,,1.0,False,,0.6,False,,0.6,False,,0.6,False,
1956,0.4,False,,0.4,False,,0.6,False,,0.8,False,,0.6,False,,0.4,False,,0.2,False,
1957,1.0,False,,0.4,False,,0.6,False,,0.8,False,,0.4,False,,0.4,False,,0.2,False,
1958,0.6,False,,0.4,False,,0.6,False,,0.4,False,,0.2,False,,0.2,False,,0.6,False,
1959,1.0,False,,1.0,False,,0.6,False,,1.0,False,,0.6,False,,0.6,False,,0.4,False,
1960,1.0,False,,0.4,False,,0.6,False,,1.0,False,,0.6,False,,0.6,False,,0.2,False,
1961,1.0,False,,1.0,False,,0.6,False,,0.8,False,,0.6,False,,0.6,False,,0.4,False,
1962,1.0,False,,1.0,False,,0.6,False,,0.8,False,,0.6,False,,0.6,False,,0.4,False,
1963,1.0,False,,1.0,False,,0.6,False,,0.8,False,,0.4,False,,0.6,False,,0.4,False,
2174,0.4,False,,0.4,False,,0.4,False,,0.4,False,,0.2,False,,0.6,False,,0.4,False,
2175,0.4,False,,0.0,False,,0.4,False,,0.4,False,,0.2,False,,0.6,False,,0.4,False,
2176,0.4,False,,0.4,False,,0.4,False,,0.4,False,,0.2,False,,0.4,False,,0.4,False,
2177,0.4,False,,0.4,False,,0.4,False,,0.4,False,,0.0,True,,0.6,False,,0.4,False,
2180,0.4,False,,0.6,False,,0.6,False,,0.6,False,,0.0,True,,0.0,True,,0.6,False,
2181,0.6,False,,0.6,False,,0.6,False,,0.0,True,,0.4,False,,0.4,False,,0.6,False,
2182,0.2,False,,0.6,False,,0.6,False,,0.0,True,,0.2,False,,0.4,False,,0.6,False,
2183,0.4,False,,0.6,False,,0.6,False,,0.0,True,,0.2,False,,0.4,False,,0.6,False,
2374,1.0,False,,1.0,False,,1.0,False,,0.4,False,,0.8,False,,0.4,False,,0.4,False,
2375,0.4,False,,1.0,False,,1.0,False,,0.4,False,,0.6,False,,0.8,False,,0.4,False,
2376,1.0,False,,0.4,False,,1.0,False,,0.2,False,,0.8,False,,0.6,False,,0.2,False,
2377,0.8,False,,0.6,False,,0.8,False,,0.2,False,,0.6,False,,0.8,False,,0.2,False,
2378,0.6,False,,0.4,False,,1.0,False,,0.0,False,,0.2,False,,0.8,False,,1.0,False,
2379,0.4,False,,0.8,False,,1.0,False,,0.4,False,,0.8,False,,0.8,False,,0.4,False,
2380,1.0,False,,0.8,False,,1.0,False,,0.4,False,,0.0,False,,1.0,False,,0.4,False,
2381,0.4,False,,1.0,False,,1.0,False,,0.0,False,,0.4,False,,1.0,False,,0.0,False,
2382,1.0,False,,1.0,False,,1.0,False,,0.8,False,,0.4,False,,0.8,False,,0.0,False,
2383,1.0,False,,1.0,False,,1.0,False,,0.4,False,,0.4,False,,1.0,False,,0.0,False,
2590,0.2,False,,0.6,False,,0.0,True,,0.0,True,,0.0,False,,0.4,False,,0.2,False,
2591,0.2,False,,0.4,False,,1.0,False,,0.4,False,,0.0,True,,0.4,False,,0.4,False,
2592,0.4,False,,0.0,False,,0.4,False,,0.0,False,,0.2,False,,0.4,False,,0.4,False,
2593,0.4,False,,0.6,False,,0.4,False,,0.0,False,,0.4,False,,0.4,False,,0.4,False,
2594,0.6,False,,0.6,False,,0.6,False,,0.4,False,,0.0,False,,0.0,True,,0.6,False,
2595,0.2,False,,0.6,False,,0.6,False,,0.0,False,,0.0,False,,0.0,True,,0.0,True,
2597,0.4,False,,0.0,False,,0.6,False,,0.0,False,,0.2,False,,0.6,False,,0.6,False,
2598,0.4,False,,0.6,False,,0.6,False,,0.4,False,,0.0,False,,0.4,False,,0.6,False,
2599,0.4,False,,0.6,False,,0.6,False,,0.6,False,,0.0,False,,0.0,True,,0.6,False,
2770,0.4,False,,0.4,False,,0.4,False,,0.0,False,,1.0,False,,1.0,False,,1.0,False,
2771,0.4,False,,0.4,False,,0.4,False,,0.4,False,,0.4,False,,0.4,False,,0.4,False,
2772,0.4,False,,0.0,False,,0.4,False,,0.0,False,,0.4,False,,1.0,False,,1.0,False,
2773,0.4,False,,0.0,False,,0.4,False,,0.4,False,,0.0,False,,1.0,False,,0.4,False,
2774,0.4,False,,0.4,False,,1.0,False,,0.4,False,,0.4,False,,0.4,False,,0.4,False,
2775,1.0,False,,0.6,False,,0.6,False,,0.4,False,,0.6,False,,0.6,False,,0.6,False,
2776,0.6,False,,0.6,False,,0.6,False,,0.6,False,,0.4,False,,0.6,False,,0.6,False,
2777,0.6,False,,0.0,False,,0.6,False,,0.4,False,,0.4,False,,1.0,False,,0.6,False,
2778,0.6,False,,0.0,False,,1.0,False,,0.6,False,,0.4,False,,0.6,False,,0.6,False,
2779,0.4,False,,0.6,False,,0.6,False,,0.6,False,,0.6,False,,0.6,False,,0.6,False,
2990,0.0,True,,0.6,False,,0.0,True,,0.0,False,,0.4,False,,0.4,False,,0.0,True,
2991,0.0,True,,0.8,False,,0.0,True,,1.0,False,,0.4,False,,0.6,False,,0.0,True,
2992,0.0,True,,0.8,False,,0.0,True,,0.0,True,,0.2,False,,0.6,False,,0.0,True,
2993,0.0,True,,0.6,False,,0.0,True,,0.0,False,,0.4,False,,0.0,True,,0.0,True,
2994,0.8,False,,0.8,False,,0.8,False,,0.0,False,,0.2,False,,0.4,False,,0.8,False,
2995,0.6,False,,0.8,False,,0.8,False,,0.0,True,,0.2,False,,0.0,True,,0.8,False,
2999,0.2,False,,0.6,False,,0.8,False,,0.4,False,,0.2,False,,0.8,False,,0.8,False,
3161,1.0,False,,1.0,False,,1.0,False,,1.0,False,,0.6,False,,0.6,False,,1.0,False,
3162,1.0,False,,1.0,False,,1.0,False,,1.0,False,,0.6,False,,0.6,False,,0.6,False,
3163,1.0,False,,1.0,False,,1.0,False,,1.0,False,,0.4,False,,0.6,False,,1.0,False,
3164,1.0,False,,1.0,False,,1.0,False,,1.0,False,,0.6,False,,0.6,False,,1.0,False,
3165,1.0,False,,1.0,False,,1.0,False,,0.4,False,,0.6,False,,1.0,False,,1.0,False,
3166,1.0,False,,1.0,False,,1.0,False,,0.4,False,,0.6,False,,1.0,False,,1.0,False,
3167,1.0,False,,1.0,False,,1.0,False,,1.0,False,,0.6,False,,1.0,False,,1.0,False,
3168,1.0,False,,0.0,False,,1.0,False,,1.0,False,,0.4,False,,1.0,False,,1.0,False,
3169,1.0,False,,1.0,False,,1.0,False,,1.0,False,,1.0,False,,1.0,False,,1.0,False,
3358,0.4,False,,0.6,False,,0.6,False,,0.6,False,,0.4,False,,0.6,False,,0.0,True,
3359,0.4,False,,0.6,False,,0.6,False,,0.6,False,,0.4,False,,0.6,False,,0.0,True,
3360,0.4,False,,0.6,False,,0.0,True,,0.6,False,,0.6,False,,0.0,True,,0.0,True,
3361,0.6,False,,0.0,False,,0.8,False,,0.0,True,,0.0,True,,0.0,True,,0.8,False,
3362,0.4,False,,0.4,False,,0.6,False,,0.0,True,,0.0,True,,0.4,False,,0.6,False,
3363,0.8,False,,0.0,False,,0.8,False,,0.8,False,,0.0,True,,0.0,True,,0.8,False,
3364,0.6,False,,0.8,False,,0.8,False,,0.0,True,,0.4,False,,0.6,False,,0.8,False,
3365,0.4,False,,0.8,False,,0.8,False,,0.0,True,,0.2,False,,0.0,True,,0.8,False,
3529,1.0,False,,0.6,False,,1.0,False,,0.0,True,,0.6,False,,0.6,False,,0.6,False,
3530,1.0,False,,1.0,False,,1.0,False,,0.6,False,,0.6,False,,0.6,False,,0.6,False,
3531,1.0,False,,0.0,False,,1.0,False,,1.0,False,,0.6,False,,1.0,False,,0.6,False,
3532,1.0,False,,1.0,False,,1.0,False,,1.0,False,,0.6,False,,0.6,False,,0.6,False,
3533,1.0,False,,0.0,False,,0.6,False,,1.0,False,,0.4,False,,0.6,False,,0.6,False,
3534,1.0,False,,1.0,False,,1.0,False,,0.6,False,,0.6,False,,0.6,False,,0.6,False,
3535,1.0,False,,1.0,False,,1.0,False,,0.8,False,,0.6,False,,0.6,False,,0.6,False,
3536,1.0,False,,0.6,False,,1.0,False,,0.6,False,,0.6,False,,1.0,False,,0.6,False,
3537,1.0,False,,0.0,False,,1.0,False,,0.4,False,,0.6,False,,1.0,False,,0.6,False,
3538,1.0,False,,0.8,False,,1.0,False,,0.4,False,,0.6,False,,0.6,False,,0.6,False,
3750,0.0,True,,0.6,False,,0.0,True,,0.0,True,,0.4,False,,0.0,True,,0.0,True,
3751,0.0,True,,0.0,False,,0.0,True,,0.0,True,,0.0,True,,0.6,False,,0.0,True,
3753,1.0,False,,1.0,False,,0.6,False,,0.0,True,,0.0,True,,0.0,True,,1.0,False,
3754,0.6,False,,0.8,False,,0.8,False,,0.0,True,,0.0,True,,0.0,True,,1.0,False,
3755,0.0,False,,1.0,False,,0.8,False,,0.0,True,,0.0,True,,0.0,True,,1.0,False,
3758,0.6,False,,0.8,False,,0.8,False,,0.0,True,,0.0,True,,0.0,True,,1.0,False,
3929,0.4,False,,0.4,False,,0.6,False,,0.6,False,,0.4,False,,0.6,False,,0.4,False,
3930,0.6,False,,0.4,False,,0.6,False,,1.0,False,,0.4,False,,0.4,False,,0.4,False,
3931,0.6,False,,0.4,False,,0.6,False,,0.4,False,,1.0,False,,0.4,False,,0.6,False,
3932,1.0,False,,0.4,False,,0.6,False,,0.2,False,,1.0,False,,0.6,False,,0.4,False,
3933,1.0,False,,0.4,False,,0.6,False,,0.4,False,,0.4,False,,0.4,False,,0.6,False,
3934,1.0,False,,0.6,False,,0.6,False,,0.4,False,,0.6,False,,0.4,False,,0.4,False,
3935,1.0,False,,0.2,True,,0.6,False,,0.4,False,,0.4,False,,0.4,False,,0.4,False,
3936,1.0,False,,0.4,False,,0.6,False,,0.2,False,,0.6,False,,0.4,False,,0.4,False,
3937,1.0,False,,0.4,False,,1.0,False,,0.4,False,,0.4,False,,0.4,False,,0.4,False,
3938,1.0,False,,0.4,False,,1.0,False,,0.4,False,,0.4,False,,0.4,False,,1.0,False,
4148,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.6,False,,0.0,True,
4149,0.0,False,,0.4,False,,0.0,True,,0.0,True,,0.0,False,,0.6,False,,0.0,True,
4155,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.0,False,,0.0,True,,0.0,True,
4156,0.6,False,,0.6,False,,0.6,False,,0.0,True,,0.0,True,,0.4,False,,0.6,False,
4157,0.6,False,,0.8,False,,0.8,False,,1.0,False,,0.0,True,,0.0,True,,1.0,False,
4329,1.0,False,,0.0,False,,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.0,True,
4330,1.0,False,,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.0,True,
4331,1.0,False,,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.0,True,
4332,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,
4333,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,
4335,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.0,True,
4336,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.0,True,
4549,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.8,False,,0.0,True,
4550,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.0,True,
4551,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.0,True,
4552,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,
4554,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,
4555,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,
4557,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.6,False,,0.0,True,
4728,0.0,True,,0.0,True,,0.8,False,,0.0,True,,0.0,True,,0.0,True,,0.0,True,
4729,1.0,False,,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.0,True,
4730,0.0,True,,0.0,True,,0.8,False,,0.0,True,,0.0,True,,0.0,True,,0.0,True,
4731,1.0,False,,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.0,True,
4732,0.8,False,,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.0,True,
4733,0.0,True,,0.0,True,,0.8,False,,0.0,True,,0.8,False,,0.0,True,,0.0,True,
4734,0.0,False,,0.0,False,,1.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,
4735,0.0,False,,0.0,False,,1.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,
4736,0.0,False,,0.0,False,,0.0,False,,0.0,False,,1.0,False,,0.0,False,,0.0,False,
4737,0.0,False,,0.0,False,,1.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,
4946,0.0,False,,0.0,False,,0.0,True,,0.0,False,,0.0,True,,1.0,False,,0.0,True,
4948,0.0,True,,0.6,False,,0.0,True,,0.0,False,,0.0,True,,0.6,False,,0.0,True,
4949,0.0,False,,1.0,False,,0.0,True,,0.0,False,,0.0,False,,0.0,True,,0.0,True,
4950,0.6,False,,0.6,False,,0.6,False,,0.0,False,,0.0,True,,0.4,False,,0.6,False,
4951,0.6,False,,0.6,False,,0.6,False,,0.0,False,,0.0,True,,0.4,False,,0.0,True,
5120,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,
5121,0.0,False,,0.0,False,,1.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,
5122,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,
5123,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,
5124,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,
5125,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,
5126,1.0,False,,0.0,False,,1.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,
5127,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,
5128,0.0,False,,0.0,False,,1.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,
5325,0.0,True,,0.0,True,,0.0,True,,0.0,False,,0.0,False,,0.0,True,,0.0,False,
5326,0.0,True,,1.0,False,,0.0,True,,0.0,False,,0.0,False,,0.6,False,,0.0,True,
5327,0.0,True,,0.6,False,,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.0,True,
5329,0.0,False,,0.0,False,,1.0,False,,0.0,True,,0.0,False,,0.6,False,,1.0,False,
5331,0.0,False,,1.0,False,,1.0,False,,0.6,False,,0.0,False,,0.0,True,,1.0,False,
5459,1.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,
5460,1.0,False,,1.0,False,,1.0,False,,0.0,False,,0.0,False,,1.0,False,,0.0,False,
5461,1.0,False,,0.0,False,,1.0,False,,1.0,False,,1.0,False,,1.0,False,,0.0,False,
5462,1.0,False,,0.8,False,,1.0,False,,0.4,False,,1.0,False,,1.0,False,,1.0,False,
5567,1.0,False,,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.0,True,
5568,1.0,False,,1.0,False,,1.0,False,,0.0,True,,1.0,False,,0.0,True,,0.0,True,
5569,1.0,False,,1.0,False,,1.0,False,,1.0,False,,0.0,True,,1.0,False,,1.0,False,
5570,0.0,False,,0.0,True,,0.0,False,,0.6,False,,0.0,True,,0.6,False,,0.0,True,
5571,1.0,False,,0.0,True,,0.0,True,,0.0,True,,1.0,False,,0.0,True,,0.0,True,
5630,1.0,False,,1.0,False,,0.0,False,,1.0,False,,0.0,False,,0.0,False,,1.0,False,
5631,1.0,False,,1.0,False,,0.0,False,,1.0,False,,0.0,False,,0.0,False,,1.0,False,
5675,0.0,False,,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.6,False,,0.0,False,
5737,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,
5738,0.0,False,,0.0,False,,1.0,False,,1.0,False,,0.0,False,,0.0,False,,0.0,False,
5739,1.0,False,,1.0,False,,1.0,False,,0.0,False,,0.0,False,,0.0,False,,1.0,False,
5740,1.0,False,,1.0,False,,1.0,False,,0.0,False,,1.0,False,,1.0,False,,1.0,False,
5741,1.0,False,,0.0,False,,1.0,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,
5846,1.0,False,,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.0,True,
5847,0.4,False,,0.8,False,,0.4,False,,0.0,True,,0.0,True,,0.8,False,,0.0,True,
5848,0.8,False,,0.0,True,,0.8,False,,0.8,False,,0.4,False,,0.0,True,,0.8,False,
5849,0.4,False,,0.4,False,,0.4,False,,0.4,False,,0.2,False,,0.0,True,,0.0,True,
5850,0.4,False,,0.4,False,,0.2,False,,0.0,True,,0.4,False,,0.0,True,,0.0,True,
5936,0.6,False,,0.0,False,,0.4,False,,0.6,False,,0.6,False,,0.4,False,,0.4,False,
5937,0.6,False,,0.4,False,,1.0,False,,1.0,False,,0.4,False,,0.4,False,,0.4,False,
5938,0.6,False,,0.4,False,,1.0,False,,0.4,False,,0.6,False,,0.4,False,,0.4,False,
5939,0.6,False,,0.6,False,,0.6,False,,0.4,False,,0.4,False,,0.4,False,,0.6,False,
5940,0.0,False,,0.4,False,,0.4,False,,0.4,False,,0.4,False,,0.4,False,,0.4,False,
6044,1.0,False,,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.0,True,,0.0,True,
6045,1.0,False,,0.0,True,,1.0,False,,0.0,True,,1.0,False,,0.0,True,,0.0,True,
6046,0.0,True,,0.0,False,,0.0,True,,0.0,True,,1.0,False,,0.0,True,,0.0,True,
6047,1.0,False,,1.0,False,,1.0,False,,0.0,True,,0.0,True,,0.0,True,,0.0,True,
6134,0.6,False,,0.4,False,,0.4,False,,1.0,False,,0.4,False,,0.6,False,,0.6,False,
6135,1.0,False,,0.0,False,,1.0,False,,1.0,False,,0.6,False,,0.6,False,,0.6,False,
6136,1.0,False,,0.0,False,,1.0,False,,1.0,False,,1.0,False,,0.4,False,,0.4,False,
6137,1.0,False,,0.4,False,,0.4,False,,0.6,False,,0.4,False,,0.4,False,,0.4,False,
6138,0.6,False,,1.0,False,,0.6,False,,0.4,False,,0.6,False,,1.0,False,,0.4,False,
6243,1.0,False,,0.0,False,,0.0,True,,0.0,True,,1.0,False,,0.0,True,,0.0,True,
6245,0.8,False,,0.8,False,,0.8,False,,1.0,False,,0.2,False,,0.0,True,,0.8,False,
